Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|121|80||Virgin Islands
Nov 9, 2018|L|65|87||Tennessee
Nov 16, 2018|L|76|89||Kansas
Nov 19, 2018|W|91|73||Colorado St.
Nov 20, 2018|L|64|77||Toledo
Nov 21, 2018|W|68|61||Tulane
Nov 28, 2018|W|77|73 |OT|New Orleans
Dec 1, 2018|W|88|78||Southern U.
Dec 5, 2018|W|97|84||
Dec 11, 2018|W|122|90||Prairie View
Dec 15, 2018|L|62|83||Louisiana Tech
Dec 18, 2018|W|80|67||McNeese St.
Dec 29, 2018|W|73|72||SE Louisiana
Jan 3, 2019|L|83|94||Arkansas St.
Jan 5, 2019|W|75|61||Little Rock
Jan 10, 2019|L|76|89||Georgia St.
Jan 12, 2019|W|87|85||Ga. Southern
Jan 19, 2019|L|95|99||UL-Monroe
Jan 24, 2019|W|88|84||South Alabama
Jan 26, 2019|W|86|81||Troy
Jan 31, 2019|L|77|104||App. St.
Feb 2, 2019|L|79|96||Coastal Carolina
Feb 6, 2019|L|86|103||Ga. Southern
Feb 8, 2019|W|76|72||Georgia St.
Feb 16, 2019|W|83|76||UL-Monroe

Total Points For:|2075
Total Points Against:|2058
Average Points For:|83.0
Average Points Against:|82.32
Average Point Difference:|0.68

Win Percentage:|60.0
