Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|82|69||IUPUI
Nov 10, 2018|W|91|85||Evansville
Nov 13, 2018|L|68|77||Wisconsin
Nov 19, 2018|L|79 |88|OT|Auburn
Nov 20, 2018|L|74|79||San Diego St
Nov 21, 2018|W|83|74||Illinois
Nov 28, 2018|W|82|55||Miami (Ohio)
Dec 1, 2018|W|73|63||Oakland
Dec 5, 2018|W|82|61||Ohio
Dec 8, 2018|L|47|62||Cincinnati
Dec 15, 2018|W|95|77||E. Kentucky
Dec 18, 2018|L|56|71||Missouri
Dec 21, 2018|W|69|55||Detroit
Dec 29, 2018|W|74|65||DePaul
Jan 2, 2019|L|70|80||Seton Hall
Jan 6, 2019|L|52|70||Marquette
Jan 9, 2019|W|81|75||Georgetown
Jan 13, 2019|W|70|69||Butler
Jan 18, 2019|L|75|85||Villanova
Jan 23, 2019|L|62|64||Providence
Jan 26, 2019|L|82|87||Marquette
Jan 31, 2019|L|73|80||Georgetown
Feb 3, 2019|L|54|76||Creighton
Feb 9, 2019|L|62|74||DePaul
Feb 13, 2019|W|64|61 |OT|Creighton
Feb 16, 2019|W|75|61||Providence

Total Points For:|1875
Total Points Against:|1863
Average Points For:|72.1153846154
Average Points Against:|71.6538461538
Average Point Difference:|0.461538461538

Win Percentage:|50.0
