Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|55|68||Missouri
Nov 8, 2018|W|99|73||
Nov 12, 2018|W|93|52||
Nov 15, 2018|L|71|97||Pittsburgh
Nov 18, 2018|L|77|82||Troy
Nov 24, 2018|L|61|73||Saint Louis
Nov 28, 2018|W|78|65||Little Rock
Dec 5, 2018|L|41|86||Louisville
Dec 8, 2018|W|85|82||Little Rock
Dec 16, 2018|L|70|82||New Mexico
Dec 19, 2018|L|53|86||Indiana
Dec 21, 2018|L|73|82||Oklahoma St.
Dec 30, 2018|W|62|47||
Jan 2, 2019|L|75|87||Texas A&amp;M-CC
Jan 5, 2019|W|73|71||SE Louisiana
Jan 9, 2019|L|69|78||Sam Houston
Jan 12, 2019|W|75|68||Lamar
Jan 16, 2019|W|77|60||Incarnate Word
Jan 19, 2019|W|74|68||Nicholls St.
Jan 23, 2019|W|76|71||New Orleans
Jan 26, 2019|L|56|79||Abil Christian
Jan 30, 2019|L|99 |105|OT|SF Austin
Feb 2, 2019|L|75|80||Northwestern St.
Feb 9, 2019|L|67|75||SE Louisiana
Feb 13, 2019|L|71|75||Houston Bap.

Total Points For:|1805
Total Points Against:|1892
Average Points For:|72.2
Average Points Against:|75.68
Average Point Difference:|-3.48

Win Percentage:|40.0
