Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|83|66||Weber St.
Nov 9, 2018|W|76|57||UC Davis
Nov 12, 2018|L|63|66||Washington
Nov 15, 2018|W|95|47||
Nov 20, 2018|W|70|64||Colorado
Nov 24, 2018|W|76|58||Jackson St.
Nov 28, 2018|L|86|93||Ole Miss
Dec 1, 2018|W|74|70||LBSU
Dec 5, 2018|W|73|61||San Diego St
Dec 9, 2018|W|82|68||CSNorthridge 
Dec 12, 2018|L|55|65||Oregon
Dec 15, 2018|W|85|65||N. Colorado
Dec 22, 2018|W|82|75||Washington St.
Dec 23, 2018|L|103 |110|OT|Drake
Dec 29, 2018|W|61|58||Grand Canyon
Jan 3, 2019|L|56|68||Santa Clara
Jan 5, 2019|W|73|64||Pacific
Jan 12, 2019|L|71|76||Pepperdine
Jan 17, 2019|W|76|55||Portland
Jan 19, 2019|L|59|76||Saint Mary&#039;s
Jan 24, 2019|W|71|58||LMU
Jan 26, 2019|W|67|63||San Fran.
Feb 2, 2019|L|69|85||Gonzaga
Feb 7, 2019|W|65|63||LMU
Feb 9, 2019|L|67|70||Pepperdine
Feb 14, 2019|L|82 |88|OT|BYU
Feb 16, 2019|L|67|79||Gonzaga

Total Points For:|1987
Total Points Against:|1868
Average Points For:|73.5925925926
Average Points Against:|69.1851851852
Average Point Difference:|4.40740740741

Win Percentage:|59.2592592593
