Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|L|59|76||Yale
Nov 13, 2018|W|80|66||Hampton
Nov 19, 2018|L|79|82||Detroit
Nov 20, 2018|L|59|76||St. John&#039;s
Nov 26, 2018|W|78|66||Temple
Dec 1, 2018|L|71|84||Santa Clara
Dec 5, 2018|L|60|79||Saint Mary&#039;s
Dec 8, 2018|W|89|83||San Fran.
Dec 15, 2018|W|67|66||San Diego St
Dec 19, 2018|L|73|95||Cal Poly
Dec 21, 2018|W|88|80||Fresno St.
Dec 29, 2018|L|73|82||San Jose St.
Jan 3, 2019|L|73|82||Seattle
Jan 5, 2019|L|83|98||USC
Jan 9, 2019|L|66|80||UCLA
Jan 12, 2019|L|65|87||Arizona St.
Jan 17, 2019|L|59|82||Arizona
Jan 19, 2019|L|52|71||Washington St.
Jan 24, 2019|L|59|68||Washington
Jan 26, 2019|L|64|82||Colorado
Feb 3, 2019|L|81|84||Utah
Feb 6, 2019|L|62|73||Stanford
Feb 9, 2019|L|71|79||Oregon
Feb 13, 2019|L|67 |75|OT|Oregon St.
Feb 16, 2019|L|66|89||UCLA

Total Points For:|1744
Total Points Against:|1985
Average Points For:|69.76
Average Points Against:|79.4
Average Point Difference:|-9.64

Win Percentage:|20.0
