Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|107|54||
Nov 9, 2018|W|94|73||Arkansas St.
Nov 15, 2018|W|67|61||Denver
Nov 22, 2018|W|72|56||Elon
Nov 23, 2018|W|73|71||Pacific
Nov 24, 2018|W|60|48||UC Riverside
Nov 27, 2018|W|90|53||
Dec 1, 2018|L|62|77||Pepperdine
Dec 4, 2018|W|83|68||Campbell
Dec 8, 2018|W|93|53||
Dec 15, 2018|L|48|82||Texas Tech
Dec 21, 2018|W|70|68||SE Missouri St.
Dec 29, 2018|W|88|40||
Jan 2, 2019|W|68|58||New Orleans
Jan 5, 2019|L|68|71||Sam Houston
Jan 9, 2019|W|73|72||McNeese St.
Jan 12, 2019|W|75|72||SE Louisiana
Jan 16, 2019|W|75|68||Houston Bap.
Jan 19, 2019|W|78|69||Northwestern St.
Jan 23, 2019|L|60|61||SF Austin
Jan 26, 2019|W|79|56||Cent. Arkansas
Jan 30, 2019|W|78|71||Texas A&amp;M-CC
Feb 6, 2019|W|75|64||Lamar
Feb 9, 2019|L|85 |90|OT|Sam Houston
Feb 13, 2019|W|64|48||Nicholls St.
Feb 16, 2019|W|68|48||Incarnate Word

Total Points For:|1953
Total Points Against:|1652
Average Points For:|75.1153846154
Average Points Against:|63.5384615385
Average Point Difference:|11.5769230769

Win Percentage:|80.7692307692
