Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|W|78|70||North Florida
Nov 10, 2018|W|76|46||Coppin St.
Nov 16, 2018|W|91|80||PFW
Nov 21, 2018|W|69|64||Butler
Nov 22, 2018|L|59|66||Virginia
Nov 23, 2018|L|54|65||Oklahoma
Nov 30, 2018|L|58|65||Miss. State
Dec 4, 2018|W|98|59||Detroit
Dec 8, 2018|L|72|82||Auburn
Dec 16, 2018|L|67|72||Tulsa
Dec 19, 2018|W|85|72||W. Michigan
Dec 22, 2018|W|81|69||Presbyterian
Dec 29, 2018|W|94|90||Ga. Southern
Jan 6, 2019|W|72|48||Richmond
Jan 9, 2019|W|72|66||George Wash.
Jan 13, 2019|W|72|67||Massachusetts
Jan 16, 2019|L|71|76||VCU
Jan 19, 2019|W|89|86 |OT|St. Bona.
Jan 23, 2019|L|63|67||George Mason
Jan 26, 2019|W|75|52||Fordham
Jan 29, 2019|W|75|64||Saint Joseph&#039;s
Feb 2, 2019|W|68|64||Duquesne
Feb 5, 2019|L|60|73||Saint Louis
Feb 9, 2019|W|77|48||Rhode Island
Feb 16, 2019|L|68|69||VCU

Total Points For:|1844
Total Points Against:|1680
Average Points For:|73.76
Average Points Against:|67.2
Average Point Difference:|6.56

Win Percentage:|64.0
