Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|53|79||Iowa St.
Nov 8, 2018|L|61|78||S. Dak. St.
Nov 11, 2018|W|97|63||
Nov 14, 2018|W|86|44||Birmingham-So.
Nov 21, 2018|L|78|105||Iowa
Nov 28, 2018|L|54|86||Akron
Dec 12, 2018|L|57|67||Boise St.
Dec 15, 2018|L|48|86||Utah St.
Dec 18, 2018|L|57|78||Sam Houston
Dec 21, 2018|L|55|73||Liberty
Dec 22, 2018|L|69|70||Campbell
Jan 5, 2019|W|74|53||Grambling
Jan 7, 2019|W|59|57||Jackson St.
Jan 12, 2019|L|71|82||Ark.-Pine Bluff
Jan 14, 2019|W|81|79 |OT|Miss Valley St.
Jan 19, 2019|W|72|54||Alabama A&amp;M
Jan 26, 2019|W|74|59||Alcorn St.
Jan 28, 2019|W|69|65||Southern U.
Feb 2, 2019|L|59|83||Texas So.
Feb 4, 2019|L|67|69||Prairie View
Feb 9, 2019|L|69|75||Ark.-Pine Bluff
Feb 11, 2019|W|82|59||Miss Valley St.
Feb 16, 2019|W|68|62||Alabama A&amp;M

Total Points For:|1560
Total Points Against:|1626
Average Points For:|67.8260869565
Average Points Against:|70.6956521739
Average Point Difference:|-2.86956521739

Win Percentage:|43.4782608696
