Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|73|85||Charleston
Nov 10, 2018|W|80|65||Tenn. Tech
Nov 12, 2018|W|109|57||Welch
Nov 15, 2018|W|102|49||
Nov 17, 2018|L|55|74||Marquette
Nov 19, 2018|L|65|80||UCLA
Nov 28, 2018|L|86|90||St. Fran.-NY
Dec 1, 2018|W|75|70||NC A&amp;T
Dec 4, 2018|L|88|94||Jacksonville
Dec 12, 2018|W|103|70||VMI
Dec 15, 2018|W|87|44||Trinity (FL)
Dec 18, 2018|L|67|76||Butler
Dec 22, 2018|L|69|81||Dayton
Dec 30, 2018|W|72|67||Jacksonville
Jan 2, 2019|W|72|70||SC State
Jan 5, 2019|W|64|61||SC Upstate
Jan 10, 2019|L|58|74||High Point
Jan 12, 2019|L|77|79||Radford
Jan 16, 2019|W|85|70||Hampton
Jan 19, 2019|W|71|64||Longwood
Jan 21, 2019|W|68|59||SC Upstate
Jan 24, 2019|L|73|77||Campbell
Jan 26, 2019|W|99|91||Winthrop
Jan 30, 2019|L|84|85||Charleston So.
Feb 7, 2019|W|67|44||UNC-Ash.
Feb 9, 2019|W|103|101 |OT|Gardner-Webb
Feb 13, 2019|L|85|93||Winthrop
Feb 16, 2019|W|76|71||Campbell

Total Points For:|2213
Total Points Against:|2041
Average Points For:|79.0357142857
Average Points Against:|72.8928571429
Average Point Difference:|6.14285714286

Win Percentage:|57.1428571429
