Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|W|87|72||North Florida
Nov 12, 2018|W|76|61||Jax. State
Nov 15, 2018|L|70 |72|OT|DePaul
Nov 20, 2018|W|77|59||Wright St.
Nov 21, 2018|L|56|59||Bradley
Nov 27, 2018|W|63|62||Virginia Tech
Dec 1, 2018|L|59|66||Maryland
Dec 4, 2018|L|62|64||Indiana
Dec 8, 2018|W|76|65||Colgate
Dec 15, 2018|L|78|89||NC State
Dec 19, 2018|W|73|67||Duquesne
Dec 21, 2018|L|64|73||Alabama
Dec 29, 2018|W|74|52||UMBC
Jan 3, 2019|L|55|68||Michigan
Jan 6, 2019|L|52|71||Wisconsin
Jan 10, 2019|L|64|70||Nebraska
Jan 13, 2019|L|56|71||Michigan St.
Jan 16, 2019|L|82|89||Iowa
Jan 19, 2019|L|64|65||Minnesota
Jan 26, 2019|L|60|64||Rutgers
Jan 31, 2019|L|90 |99|OT|Purdue
Feb 4, 2019|W|59|52||Northwestern
Feb 7, 2019|L|70|74||Ohio St.
Feb 12, 2019|W|75|69||Michigan
Feb 16, 2019|L|64|76||Purdue

Total Points For:|1706
Total Points Against:|1729
Average Points For:|68.24
Average Points Against:|69.16
Average Point Difference:|-0.92

Win Percentage:|36.0
