Date|Win?|Points For|Points Against|OT?|Opponent
Nov 10, 2018|L|70|72||Idaho St.
Nov 16, 2018|W|70|53||Jackson St.
Nov 19, 2018|L|82|94||Creighton
Nov 20, 2018|W|72|52||St. Bona.
Nov 21, 2018|L|70|73||Illinois St.
Nov 27, 2018|L|74|83||Drake
Dec 1, 2018|L|67|69||Grand Canyon
Dec 8, 2018|W|82|62||Cent. Wash.
Dec 12, 2018|W|67|57||Alabama St.
Dec 15, 2018|L|54|66||Oregon
Dec 19, 2018|L|69|70||LMU
Dec 22, 2018|W|83|71||Pacific
Dec 29, 2018|L|50|62||Oregon
Jan 2, 2019|W|69|55||Wyoming
Jan 5, 2019|W|88|64||San Diego St
Jan 12, 2019|W|87|64||San Jose St.
Jan 15, 2019|L|71|72||Nevada
Jan 19, 2019|L|53|63||Fresno St.
Jan 22, 2019|L|60|74||Air Force
Jan 26, 2019|W|77|52||Wyoming
Jan 29, 2019|W|70|68||Colorado St.
Feb 2, 2019|L|73|93||Nevada
Feb 6, 2019|L|72|83||UNLV
Feb 9, 2019|W|105|57||San Jose St.
Feb 13, 2019|L|63|65||Fresno St.
Feb 16, 2019|L|65|71||San Diego St

Total Points For:|1863
Total Points Against:|1765
Average Points For:|71.6538461538
Average Points Against:|67.8846153846
Average Point Difference:|3.76923076923

Win Percentage:|42.3076923077
