Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|37|106||Nebraska
Nov 9, 2018|L|52|84||Texas Tech
Nov 13, 2018|L|59|94||Utah St.
Nov 15, 2018|L|63|98||Utah
Nov 17, 2018|L|59|68||Robert Morris
Nov 20, 2018|W|69|59||SE Louisiana
Nov 25, 2018|L|67|86||Illinois
Nov 28, 2018|W|102|62||
Dec 1, 2018|L|71|107||Cal Baptist
Dec 4, 2018|L|57|77||SE Missouri St.
Dec 11, 2018|L|80|96||Louisiana Tech
Dec 13, 2018|L|54|82||Santa Clara
Dec 16, 2018|L|51|76||Hawaii
Dec 22, 2018|L|64|85||Grand Canyon
Jan 5, 2019|L|52|64||Ark.-Pine Bluff
Jan 12, 2019|W|72|63||Alabama A&amp;M
Jan 14, 2019|L|79 |81|OT|Alabama St.
Jan 19, 2019|L|57|63||Alcorn St.
Jan 21, 2019|L|56|80||Southern U.
Jan 26, 2019|L|78|89||Prairie View
Jan 28, 2019|L|62|65||Texas So.
Feb 2, 2019|L|57|61||Jackson St.
Feb 4, 2019|L|57|79||Grambling
Feb 9, 2019|L|63|78||Alabama A&amp;M
Feb 11, 2019|L|59|82||Alabama St.
Feb 16, 2019|W|76|68||Alcorn St.

Total Points For:|1653
Total Points Against:|2053
Average Points For:|63.5769230769
Average Points Against:|78.9615384615
Average Point Difference:|-15.3846153846

Win Percentage:|15.3846153846
