Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|76|61||Tenn. Tech
Nov 13, 2018|L|76|85||LSU
Nov 17, 2018|W|109|102 |OT|Yale
Nov 22, 2018|L|64|84||Oklahoma St.
Nov 23, 2018|W|71|63||Canisius
Nov 25, 2018|L|75|78||Charleston
Dec 1, 2018|L|67|78||Texas Tech
Dec 4, 2018|W|88|80||S. Dak. St.
Dec 8, 2018|W|94|76||UAB
Dec 15, 2018|L|92|102||Tennessee
Dec 19, 2018|W|99|89||Little Rock
Dec 22, 2018|W|99|41||Tennessee St.
Dec 29, 2018|W|96|65||Florida A&amp;M
Jan 3, 2019|W|85|74||Wichita St.
Jan 6, 2019|L|77|90||Houston
Jan 10, 2019|W|78|72||East Carolina
Jan 13, 2019|W|83|79||Tulane
Jan 19, 2019|W|83|61||SMU
Jan 24, 2019|L|76|85||Temple
Jan 27, 2019|W|77|57||UCF
Jan 30, 2019|L|79|95||Tulsa
Feb 2, 2019|L|78|84||South Florida
Feb 7, 2019|L|64|69||Cincinnati
Feb 10, 2019|W|78|71||Connecticut
Feb 13, 2019|W|79|69||East Carolina
Feb 16, 2019|L|72|79||UCF

Total Points For:|2115
Total Points Against:|1989
Average Points For:|81.3461538462
Average Points Against:|76.5
Average Point Difference:|4.84615384615

Win Percentage:|57.6923076923
