Date|Win?|Points For|Points Against|OT?|Opponent
Nov 10, 2018|L|64|66||Charlotte
Nov 14, 2018|W|82|60||UT-San Antonio
Nov 18, 2018|W|70|58||Charleston
Nov 22, 2018|W|84|64||Memphis
Nov 23, 2018|L|58|77||Villanova
Nov 25, 2018|W|90|77||LSU
Nov 30, 2018|L|76|83||Minnesota
Dec 5, 2018|L|71|74||Tulsa
Dec 8, 2018|L|53|63||Houston
Dec 16, 2018|L|56|79||Nebraska
Dec 21, 2018|W|82|73||Cent. Arkansas
Dec 29, 2018|W|69|59||Texas A&amp;M-CC
Jan 2, 2019|L|63|69||Iowa St.
Jan 5, 2019|L|64|74||Oklahoma
Jan 8, 2019|W|61|58||Texas
Jan 12, 2019|W|85|77||West Virginia
Jan 14, 2019|L|69|73||Baylor
Jan 19, 2019|L|59|72||Iowa St.
Jan 23, 2019|L|61|70||Oklahoma
Jan 26, 2019|W|74|70||South Carolina
Feb 2, 2019|L|57|75||Kansas St.
Feb 6, 2019|L|68|70||TCU
Feb 9, 2019|L|72|84||Kansas
Feb 13, 2019|L|50|78||Texas Tech
Feb 16, 2019|L|57|69||Texas

Total Points For:|1695
Total Points Against:|1772
Average Points For:|67.8
Average Points Against:|70.88
Average Point Difference:|-3.08

Win Percentage:|36.0
