Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|W|98|83||Savannah St.
Nov 9, 2018|L|73|74||UC Irvine
Nov 15, 2018|L|71|94||Gonzaga
Nov 18, 2018|L|64|69||Minnesota
Nov 20, 2018|L|67|71||Washington
Nov 23, 2018|W|74|62||South Alabama
Dec 3, 2018|W|80|59||Northwestern St.
Dec 15, 2018|W|67|64||Boston College
Dec 19, 2018|W|71|49||Oregon St.
Dec 22, 2018|W|92|68||Valparaiso
Dec 29, 2018|L|73|88||Marshall
Jan 5, 2019|L|71|73||Texas So.
Jan 8, 2019|L|74|85||Arkansas
Jan 12, 2019|W|81|80||Kentucky
Jan 16, 2019|L|66|85||Alabama
Jan 19, 2019|L|43|66||Auburn
Jan 22, 2019|L|72|81||Missouri
Jan 26, 2019|W|65|53||Florida
Jan 30, 2019|L|57|72||Kansas St.
Feb 2, 2019|L|76|93||LSU
Feb 6, 2019|L|71|75||Tennessee
Feb 9, 2019|W|68|59||Ole Miss
Feb 12, 2019|W|73|56||Missouri
Feb 16, 2019|L|77|84||Georgia

Total Points For:|1724
Total Points Against:|1743
Average Points For:|71.8333333333
Average Points Against:|72.625
Average Point Difference:|-0.791666666667

Win Percentage:|41.6666666667
