Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|60|76||San Diego St
Nov 10, 2018|L|67|92||Colorado St.
Nov 17, 2018|L|48|78||S. Illinois
Nov 19, 2018|L|60|92||Massachusetts
Nov 23, 2018|W|115|107 |OT|Cal Baptist
Nov 24, 2018|W|75|66||Little Rock
Nov 27, 2018|L|49|105||Cincinnati
Dec 5, 2018|L|47|65||Texas Tech
Dec 8, 2018|L|45|55||UCSB
Dec 10, 2018|W|84|51||
Dec 20, 2018|L|66|77||North Texas
Dec 22, 2018|L|72|93||Missouri St.
Dec 29, 2018|L|63|71||Troy
Jan 5, 2019|W|64|52||Miss Valley St.
Jan 12, 2019|W|82|71||Alabama St.
Jan 14, 2019|W|50|49||Alabama A&amp;M
Jan 19, 2019|L|67 |69|OT|Southern U.
Jan 21, 2019|L|69|74||Alcorn St.
Jan 26, 2019|W|90|86||Texas So.
Jan 28, 2019|L|63|79||Prairie View
Feb 2, 2019|L|55|79||Grambling
Feb 4, 2019|L|52|65||Jackson St.
Feb 9, 2019|W|75|69||Alabama St.
Feb 11, 2019|W|69|60||Alabama A&amp;M
Feb 16, 2019|W|61|45||Southern U.
Feb 18, 2019|W|73|62||Alcorn St.

Total Points For:|1721
Total Points Against:|1888
Average Points For:|66.1923076923
Average Points Against:|72.6153846154
Average Point Difference:|-6.42307692308

Win Percentage:|42.3076923077
