Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|L|86|87||Toledo
Nov 13, 2018|L|77 |85|OT|W. Michigan
Nov 16, 2018|L|61|74||UNLV
Nov 19, 2018|W|91|47||
Nov 23, 2018|W|77|69||James Madison
Nov 24, 2018|W|87|76||Oral Roberts
Nov 25, 2018|L|72|92||N. Illinois
Dec 1, 2018|L|63|73||Xavier
Dec 6, 2018|W|87|86||Fairfield
Dec 8, 2018|L|83|92||Northeastern
Dec 16, 2018|L|82|87||Hartford
Dec 18, 2018|L|69|81||Georgia
Dec 21, 2018|L|69|99||Michigan St.
Dec 28, 2018|W|89|77||Clev. St.
Dec 30, 2018|W|76|74||Youngstown St.
Jan 3, 2019|W|76|74||N. Kentucky
Jan 5, 2019|L|73|89||Wright St.
Jan 10, 2019|L|64|67||Milwaukee
Jan 12, 2019|W|90|78||Green Bay
Jan 19, 2019|W|79|73||Detroit
Jan 24, 2019|L|71|73||IUPUI
Jan 26, 2019|W|80|67||Ill.-Chicago
Jan 31, 2019|L|74|75||Youngstown St.
Feb 2, 2019|W|83|68||Clev. St.
Feb 7, 2019|L|62|76||Wright St.
Feb 9, 2019|L|64|79||N. Kentucky
Feb 14, 2019|L|54|66||Green Bay
Feb 16, 2019|W|89|73||Milwaukee

Total Points For:|2128
Total Points Against:|2157
Average Points For:|76.0
Average Points Against:|77.0357142857
Average Point Difference:|-1.03571428571

Win Percentage:|42.8571428571
