Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|63|85||Wisconsin
Nov 10, 2018|L|46|76||Dayton
Nov 14, 2018|L|58|77||Navy
Nov 16, 2018|L|40|97||Virginia
Nov 19, 2018|L|67|87||Rider
Nov 21, 2018|L|65|99||Wofford
Nov 23, 2018|L|67|93||Charleston So.
Nov 29, 2018|L|71 |81|OT|James Madison
Dec 3, 2018|L|60|71||UMBC
Dec 5, 2018|L|47|82||Richmond
Dec 9, 2018|L|55|64||Tennessee St.
Dec 12, 2018|L|54|77||UNC-Green.
Dec 21, 2018|L|63|80||UL-Monroe
Dec 23, 2018|L|44|75||Houston
Dec 29, 2018|L|56|63||Notre Dame
Jan 5, 2019|W|73|67||Savannah St.
Jan 7, 2019|W|64|60||Delaware St.
Jan 12, 2019|L|66|80||Norfolk St.
Jan 14, 2019|L|68|70||SC State
Jan 19, 2019|W|64|60||NC Central
Jan 21, 2019|L|71|80||NC A&amp;T
Jan 26, 2019|L|70|72||Florida A&amp;M
Jan 28, 2019|W|95|91||Bethune-Cook.
Feb 2, 2019|W|73|71||Morgan St.
Feb 9, 2019|L|62|71||Savannah St.
Feb 11, 2019|L|84|85||SC State
Feb 16, 2019|W|58|55||Md.-E. Shore

Total Points For:|1704
Total Points Against:|2069
Average Points For:|63.1111111111
Average Points Against:|76.6296296296
Average Point Difference:|-13.5185185185

Win Percentage:|22.2222222222
