Date|Win?|Points For|Points Against|OT?|Opponent
Nov 11, 2018|L|69|80||Florida St.
Nov 13, 2018|W|81|76||Coastal Carolina
Nov 19, 2018|W|84|80||S. Dak. St.
Nov 20, 2018|L|55|67||UC Irvine
Nov 21, 2018|L|61|68||Louisiana
Nov 28, 2018|L|76|80||Georgia St.
Dec 1, 2018|L|61|62||SE Louisiana
Dec 5, 2018|W|87|74||UT Martin
Dec 8, 2018|L|60|81||South Alabama
Dec 17, 2018|W|77|70||Texas So.
Dec 21, 2018|L|55|73||Towson
Dec 22, 2018|L|59|67||Alabama A&amp;M
Jan 2, 2019|L|61|93||Cincinnati
Jan 4, 2019|L|65|74||SMU
Jan 9, 2019|L|48|66||South Florida
Jan 13, 2019|L|79|83||Memphis
Jan 19, 2019|L|71|87||Connecticut
Jan 23, 2019|L|50|75||UCF
Jan 26, 2019|L|75|85||SMU
Jan 31, 2019|L|65|66||East Carolina
Feb 2, 2019|L|67|75||Temple
Feb 9, 2019|L|62|77||Wichita St.
Feb 14, 2019|L|57|80||Tulsa
Feb 17, 2019|L|50|85||Houston

Total Points For:|1575
Total Points Against:|1824
Average Points For:|65.625
Average Points Against:|76.0
Average Point Difference:|-10.375

Win Percentage:|16.6666666667
