Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|91|47||
Nov 9, 2018|W|85|75||Campbell
Nov 13, 2018|L|76|81||Tulane
Nov 16, 2018|L|53|55||Manhattan
Nov 17, 2018|W|78|52||UNC-Ash.
Nov 18, 2018|L|83|89||N. Kentucky
Nov 20, 2018|W|88|57||
Nov 30, 2018|L|79|85||South Carolina
Dec 5, 2018|W|75|66||Hampton
Dec 9, 2018|L|71|82||Wofford
Dec 16, 2018|W|69|65||NC Central
Dec 21, 2018|L|71|73||Charleston
Jan 3, 2019|W|88|75||Troy
Jan 5, 2019|L|77 |84|OT|South Alabama
Jan 10, 2019|L|61|65||Texas St.
Jan 12, 2019|L|58|61||UT-Arlington
Jan 19, 2019|W|89|72||App. St.
Jan 24, 2019|W|72|71||Little Rock
Jan 26, 2019|W|77|64||Arkansas St.
Jan 31, 2019|W|92|81||UL-Monroe
Feb 2, 2019|W|96|79||Louisiana
Feb 7, 2019|L|54|74||UT-Arlington
Feb 9, 2019|L|57|65||Texas St.
Feb 16, 2019|L|79|88||App. St.

Total Points For:|1819
Total Points Against:|1706
Average Points For:|75.7916666667
Average Points Against:|71.0833333333
Average Point Difference:|4.70833333333

Win Percentage:|50.0
