Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|73|69||Marist
Nov 11, 2018|L|72|94||Duke
Nov 16, 2018|L|78|79||Sacred Heart
Nov 17, 2018|L|85|92||UMass Lowell
Nov 18, 2018|L|66|86||Brown
Nov 21, 2018|W|91|40||
Nov 24, 2018|L|55|85||Miami (Ohio)
Nov 28, 2018|W|67|56||Binghamton
Dec 1, 2018|W|63|60||Fairfield
Dec 4, 2018|L|72|77||N.J. Tech
Dec 8, 2018|W|66|61||Air Force
Dec 12, 2018|L|84|93||F. Dickinson
Dec 22, 2018|L|66|78||Niagara
Jan 2, 2019|L|63|64||Bucknell
Jan 5, 2019|W|77|69||Lafayette
Jan 9, 2019|W|86|82||Boston U.
Jan 12, 2019|L|64|66||Loyola-Md.
Jan 16, 2019|W|91|81||Colgate
Jan 19, 2019|W|72|61||Navy
Jan 23, 2019|W|76|57||Holy Cross
Jan 26, 2019|W|69|63||Lafayette
Jan 30, 2019|L|56|76||Colgate
Feb 2, 2019|L|70|75||Lehigh
Feb 6, 2019|L|42|56||Holy Cross
Feb 9, 2019|L|68|71||American
Feb 13, 2019|W|71|61||Boston U.
Feb 16, 2019|L|68|79||Navy

Total Points For:|1911
Total Points Against:|1931
Average Points For:|70.7777777778
Average Points Against:|71.5185185185
Average Point Difference:|-0.740740740741

Win Percentage:|44.4444444444
