Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|57|69||VCU
Nov 9, 2018|L|59|87||Virginia Tech
Nov 13, 2018|L|86 |88|OT|Furman
Nov 16, 2018|W|97|77||Savannah St.
Nov 23, 2018|L|78|79||E. Illinois
Nov 24, 2018|W|81|72||UNC-Wilm.
Nov 25, 2018|L|69|77||Arkansas St.
Nov 28, 2018|W|74|61||SC Upstate
Dec 1, 2018|W|97|60||Savannah St.
Dec 6, 2018|W|105|37||Bob Jones U
Dec 8, 2018|W|102|55||JW (NC)
Dec 13, 2018|W|81|77 |OT|Kennesaw St.
Dec 17, 2018|W|79|69||Georgia Tech
Dec 19, 2018|W|106|29||
Dec 29, 2018|W|73|69||Wake Forest
Jan 5, 2019|L|61|72||Campbell
Jan 12, 2019|W|64|59||SC Upstate
Jan 17, 2019|L|58|75||Radford
Jan 19, 2019|W|87|74 |OT|Hampton
Jan 24, 2019|L|88|97||Winthrop
Jan 26, 2019|L|60|74||Charleston So.
Jan 30, 2019|W|69|67||High Point
Feb 2, 2019|W|82|81 |OT|UNC-Ash.
Feb 7, 2019|W|89|86 |OT|Longwood
Feb 9, 2019|L|101 |103|OT|Presbyterian
Feb 13, 2019|W|77|74||Charleston So.
Feb 16, 2019|W|64|60||Winthrop

Total Points For:|2144
Total Points Against:|1928
Average Points For:|79.4074074074
Average Points Against:|71.4074074074
Average Point Difference:|8.0

Win Percentage:|62.962962963
