Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|W|98|52||Florida Tech
Nov 11, 2018|W|80|79||UCF
Nov 16, 2018|L|70|80||Ga. Southern
Nov 17, 2018|W|85|71||Towson
Nov 18, 2018|W|71|68||Incarnate Word
Nov 21, 2018|W|73|62||
Nov 25, 2018|W|85|68||FGCU
Dec 1, 2018|L|70|72||Bethune-Cook.
Dec 5, 2018|W|68|64||Mercer
Dec 14, 2018|L|71 |75|OT|Arkansas St.
Dec 19, 2018|W|76|64||
Dec 22, 2018|L|55|75||Miami (Fla.)
Dec 29, 2018|W|73|71 |OT|Illinois
Jan 3, 2019|L|50|67||UAB
Jan 5, 2019|W|63|56||Middle Tenn.
Jan 10, 2019|W|80|73||Old Dominion
Jan 12, 2019|L|60|65||Charlotte
Jan 17, 2019|L|84|96||Marshall
Jan 19, 2019|L|66|72||W. Kentucky
Jan 23, 2019|L|74|78||FIU
Jan 26, 2019|W|89|72||FIU
Jan 31, 2019|W|69|61||Louisiana Tech
Feb 2, 2019|L|72|74||So. Miss
Feb 7, 2019|W|61|48||UTEP
Feb 9, 2019|L|74|86||UT-San Antonio
Feb 14, 2019|W|57|47||North Texas
Feb 16, 2019|W|60|41||Rice

Total Points For:|1934
Total Points Against:|1837
Average Points For:|71.6296296296
Average Points Against:|68.037037037
Average Point Difference:|3.59259259259

Win Percentage:|59.2592592593
