Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|62|83||USC
Nov 9, 2018|L|60|74||Missouri St.
Nov 14, 2018|W|104|57||
Nov 17, 2018|W|68|59||Miss Valley St.
Nov 19, 2018|W|81|72||Stetson
Nov 23, 2018|L|46|84||Purdue
Nov 28, 2018|W|76|56||Youngstown St.
Dec 1, 2018|L|69|82||Drexel
Dec 5, 2018|L|62|68||Canisius
Dec 8, 2018|L|71|74||Siena
Dec 15, 2018|L|50|69||Rider
Dec 21, 2018|L|59|73||Louisville
Dec 29, 2018|W|108|51||Hood College
Jan 3, 2019|W|69|62||F. Dickinson
Jan 5, 2019|W|62|59||Mt St Mary&#039;s
Jan 10, 2019|W|52|49||St. Fran.-NY
Jan 12, 2019|L|73|80||LIU-Brooklyn
Jan 19, 2019|W|79|65||Bryant
Jan 21, 2019|W|70|59||CCSU
Jan 24, 2019|W|72|64||Sacred Heart
Jan 26, 2019|W|57|51||Wagner
Jan 31, 2019|L|73|76||St. Fran.-Pa.
Feb 2, 2019|L|94 |97|OT|F. Dickinson
Feb 7, 2019|W|72|59||Bryant
Feb 9, 2019|L|68|77||CCSU
Feb 14, 2019|L|62|76||Mt St Mary&#039;s
Feb 16, 2019|L|69|72||St. Fran.-Pa.

Total Points For:|1888
Total Points Against:|1848
Average Points For:|69.9259259259
Average Points Against:|68.4444444444
Average Point Difference:|1.48148148148

Win Percentage:|48.1481481481
