Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|66|74||Illinois St.
Nov 8, 2018|W|81|54||
Nov 11, 2018|L|82|106||Michigan St.
Nov 16, 2018|W|84|78||S. Dak. St.
Nov 19, 2018|L|62|90||Toledo
Nov 20, 2018|L|74|82||Colorado St.
Nov 21, 2018|L|65|76||UT-San Antonio
Nov 25, 2018|L|68|85||FAU
Nov 28, 2018|L|80|81||FIU
Dec 2, 2018|L|56|74||Colgate
Dec 5, 2018|W|96|76||Oral Roberts
Dec 16, 2018|W|76|53||UMBC
Dec 19, 2018|W|87|85||Keiser
Dec 22, 2018|L|56|77||Florida
Dec 29, 2018|L|57|87||Ole Miss
Jan 5, 2019|L|63|81||Liberty
Jan 8, 2019|L|56|61||N. Alabama
Jan 12, 2019|L|66|87||North Florida
Jan 19, 2019|W|72|59||Kennesaw St.
Jan 21, 2019|W|87|65||Stetson
Jan 24, 2019|L|81|89||Lipscomb
Jan 27, 2019|W|88|80||North Florida
Jan 30, 2019|L|54|66||N.J. Tech
Feb 2, 2019|W|73|60||Jacksonville
Feb 6, 2019|W|71|64||N. Alabama
Feb 9, 2019|L|67|74||Liberty
Feb 13, 2019|W|57|55||N.J. Tech
Feb 16, 2019|L|55|67||Stetson

Total Points For:|1980
Total Points Against:|2086
Average Points For:|70.7142857143
Average Points Against:|74.5
Average Point Difference:|-3.78571428571

Win Percentage:|39.2857142857
