Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|90|66||
Nov 10, 2018|W|74|65||Northern Iowa
Nov 16, 2018|L|67|73||Texas A&amp;M-CC
Nov 18, 2018|W|68|59||UC Davis
Nov 20, 2018|L|64|78||Indiana
Nov 23, 2018|L|60|78||Arkansas
Nov 27, 2018|L|58|72||Tulsa
Dec 1, 2018|L|65|76||UT-Rio Grande Valley
Dec 4, 2018|L|45|65||Missouri
Dec 8, 2018|L|61|63||North Texas
Dec 18, 2018|L|55|89||Gonzaga
Dec 21, 2018|W|75|70 |OT|Cal Poly
Dec 28, 2018|L|56|76||Texas
Jan 3, 2019|L|58|63||Georgia St.
Jan 5, 2019|L|64|77||Ga. Southern
Jan 10, 2019|W|82|72||App. St.
Jan 12, 2019|W|61|58||Coastal Carolina
Jan 17, 2019|W|68|59||Arkansas St.
Jan 19, 2019|W|82|73||Little Rock
Jan 24, 2019|W|72|67||Ga. Southern
Jan 26, 2019|L|71|77||Georgia St.
Feb 2, 2019|W|84|77 |OT|Texas St.
Feb 7, 2019|W|74|54||Coastal Carolina
Feb 9, 2019|W|78|68||App. St.
Feb 14, 2019|L|52|56||Little Rock
Feb 16, 2019|L|79|83||Arkansas St.

Total Points For:|1763
Total Points Against:|1814
Average Points For:|67.8076923077
Average Points Against:|69.7692307692
Average Point Difference:|-1.96153846154

Win Percentage:|46.1538461538
