Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|67|75||Temple
Nov 10, 2018|L|76|77||Lafayette
Nov 14, 2018|L|69|82||Florida
Nov 17, 2018|L|84|89||Drexel
Nov 22, 2018|L|49|85||Miami (Fla.)
Nov 23, 2018|L|74|91||Northwestern
Nov 25, 2018|L|70|82||Grand Canyon
Dec 1, 2018|L|78|85||Villanova
Dec 4, 2018|L|79|92||Bucknell
Dec 8, 2018|L|65|83||Penn
Dec 21, 2018|W|80|57||Alabama A&amp;M
Dec 22, 2018|W|57|51||Towson
Jan 5, 2019|W|69|60||Massachusetts
Jan 9, 2019|L|63|69||VCU
Jan 12, 2019|L|64|71||Saint Louis
Jan 16, 2019|L|56|59||George Wash.
Jan 19, 2019|L|67|78||Rhode Island
Jan 23, 2019|W|73|71||Fordham
Jan 30, 2019|W|60|51||Massachusetts
Feb 2, 2019|W|66|58||Richmond
Feb 5, 2019|W|83|69||Saint Joseph&#039;s
Feb 10, 2019|L|76|84||George Mason
Feb 13, 2019|W|73|72||Duquesne
Feb 16, 2019|L|49|62||Saint Louis

Total Points For:|1647
Total Points Against:|1753
Average Points For:|68.625
Average Points Against:|73.0416666667
Average Point Difference:|-4.41666666667

Win Percentage:|33.3333333333
