Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|63|80||South Florida
Nov 10, 2018|L|54|101||Houston
Nov 12, 2018|L|59|73||Rice
Nov 17, 2018|L|60|91||BYU
Nov 23, 2018|L|66 |70|OT|Northwestern St.
Nov 25, 2018|L|46|77||Fordham
Nov 29, 2018|L|57|67||UAB
Dec 1, 2018|L|61|73||Austin Peay
Dec 9, 2018|L|59|77||Samford
Dec 19, 2018|L|67|79||South Alabama
Dec 21, 2018|L|57|80||La Salle
Dec 22, 2018|W|67|59||Tulane
Dec 30, 2018|L|63|71||Hawaii
Dec 31, 2018|L|64|100||Pepperdine
Jan 5, 2019|L|51 |54|OT|Jackson St.
Jan 7, 2019|W|65|60 |OT|Grambling
Jan 12, 2019|L|63|72||Miss Valley St.
Jan 14, 2019|L|49|50||Ark.-Pine Bluff
Jan 19, 2019|L|54|72||Alabama St.
Jan 26, 2019|W|68|62||Southern U.
Jan 28, 2019|W|71|62||Alcorn St.
Feb 2, 2019|L|65|81||Prairie View
Feb 4, 2019|L|74|84||Texas So.
Feb 9, 2019|W|78|63||Miss Valley St.
Feb 11, 2019|L|60|69||Ark.-Pine Bluff
Feb 16, 2019|L|62|68||Alabama St.

Total Points For:|1603
Total Points Against:|1895
Average Points For:|61.6538461538
Average Points Against:|72.8846153846
Average Point Difference:|-11.2307692308

Win Percentage:|19.2307692308
