Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|74|66||NC A&amp;T
Nov 9, 2018|L|91|97||LSU
Nov 13, 2018|W|82|61||UNC-Wilm.
Nov 16, 2018|W|105|57||JW (NC)
Nov 19, 2018|W|74|66||Prairie View
Nov 23, 2018|W|84|65||Delaware
Nov 24, 2018|W|80|73||Louisiana Tech
Nov 27, 2018|W|111|33||
Dec 1, 2018|L|61|78||Kentucky
Dec 7, 2018|W|75|74||Elon
Dec 12, 2018|W|77|54||Coppin St.
Dec 15, 2018|W|53|48||N. Alabama
Dec 18, 2018|W|65|58||Radford
Dec 22, 2018|W|83|75||Samford
Dec 29, 2018|W|85|72||Chattanooga
Jan 5, 2019|W|71|68||VMI
Jan 10, 2019|L|43|72||Wofford
Jan 12, 2019|W|89|79||Furman
Jan 17, 2019|W|69|60||W. Carolina
Jan 19, 2019|W|75|68||ETSU
Jan 24, 2019|W|83|60||The Citadel
Jan 26, 2019|W|88|81||Mercer
Jan 31, 2019|W|93|66||VMI
Feb 7, 2019|W|75|67||Samford
Feb 9, 2019|W|78|63||Chattanooga
Feb 14, 2019|L|57|67||Furman
Feb 16, 2019|L|50|80||Wofford

Total Points For:|2071
Total Points Against:|1808
Average Points For:|76.7037037037
Average Points Against:|66.962962963
Average Point Difference:|9.74074074074

Win Percentage:|81.4814814815
