Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|96|71||PFW
Nov 9, 2018|W|91|80||LBSU
Nov 16, 2018|W|95|58||St. Fran.-Pa.
Nov 19, 2018|W|80|65||Presbyterian
Nov 22, 2018|L|67|87||Michigan St.
Nov 23, 2018|L|78|94||North Carolina
Nov 28, 2018|W|80|61||Hawaii
Dec 2, 2018|W|82|58||LMU
Dec 8, 2018|W|65|62||Notre Dame
Dec 15, 2018|L|72|74||Belmont
Dec 19, 2018|L|64|93||Cincinnati
Dec 22, 2018|L|66|80||Ohio St.
Dec 29, 2018|L|58|73||Liberty
Jan 3, 2019|W|92|70||Stanford
Jan 5, 2019|W|98|83||California
Jan 10, 2019|W|87|84 |OT|Oregon
Jan 13, 2019|L|66|79||Oregon St.
Jan 19, 2019|L|67|80||USC
Jan 24, 2019|L|73|84||Arizona St.
Jan 26, 2019|W|90|69||Arizona
Jan 30, 2019|W|87|67||Washington St.
Feb 2, 2019|L|55|69||Washington
Feb 6, 2019|L|73|84||Colorado
Feb 9, 2019|L|92|93||Utah
Feb 13, 2019|W|75|67 |OT|California
Feb 16, 2019|L|80|104||Stanford

Total Points For:|2029
Total Points Against:|1989
Average Points For:|78.0384615385
Average Points Against:|76.5
Average Point Difference:|1.53846153846

Win Percentage:|50.0
