Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|L|68|72||Iona
Nov 14, 2018|L|61|71||Boston U.
Nov 17, 2018|W|75|66||Canisius
Nov 19, 2018|W|79|62||
Nov 20, 2018|L|65 |69|OT|Holy Cross
Nov 23, 2018|L|70|79||Milwaukee
Nov 29, 2018|L|77|80||LIU-Brooklyn
Nov 30, 2018|L|77|91||Dartmouth
Dec 8, 2018|W|82|63||Monmouth
Dec 11, 2018|L|63|71||Yale
Dec 15, 2018|L|52|61||Dartmouth
Dec 18, 2018|L|43|73||Providence
Dec 20, 2018|W|77|67||Manhattan
Dec 28, 2018|L|68|70||Kent St.
Dec 31, 2018|W|79|74||Niagara
Jan 5, 2019|L|51|80||Vermont
Jan 12, 2019|L|62|66||Maine
Jan 16, 2019|L|72|84||UMass Lowell
Jan 19, 2019|L|64 |65|OT|UMBC
Jan 23, 2019|L|66 |67|OT|Stony Brook
Jan 26, 2019|W|84|77||Hartford
Jan 30, 2019|W|62|42||New Hamp.
Feb 2, 2019|W|64|50||Binghamton
Feb 9, 2019|L|49|67||Vermont
Feb 13, 2019|L|54|86||UMass Lowell
Feb 17, 2019|W|63|54||Maine

Total Points For:|1727
Total Points Against:|1807
Average Points For:|66.4230769231
Average Points Against:|69.5
Average Point Difference:|-3.07692307692

Win Percentage:|34.6153846154
