Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|W|56|41||Kennesaw St.
Nov 12, 2018|W|64|56||Denver
Nov 16, 2018|W|95|68||E. Kentucky
Nov 18, 2018|W|64|48||Penn
Nov 19, 2018|W|82|67||Missouri
Nov 24, 2018|W|77|58||Lehigh
Dec 1, 2018|L|71|83||Marquette
Dec 8, 2018|L|46|47||Tulsa
Dec 15, 2018|W|71|59||Georgia St.
Dec 19, 2018|W|55|51||So. Miss
Dec 22, 2018|W|69|58||Vanderbilt
Dec 29, 2018|W|59|58||George Mason
Jan 2, 2019|L|47|67||Texas
Jan 5, 2019|L|57|63||Texas Tech
Jan 9, 2019|W|71|69||West Virginia
Jan 12, 2019|W|58|57||Iowa St.
Jan 16, 2019|W|74|61||Oklahoma
Jan 19, 2019|W|65|55||TCU
Jan 22, 2019|W|58|45||Texas Tech
Jan 26, 2019|L|53|65||Texas A&amp;M
Feb 2, 2019|W|75|57||Oklahoma St.
Feb 5, 2019|W|74|67||Kansas
Feb 9, 2019|W|70|63||Baylor
Feb 12, 2019|W|71|64||Texas
Feb 16, 2019|L|64|78||Iowa St.

Total Points For:|1646
Total Points Against:|1505
Average Points For:|65.84
Average Points Against:|60.2
Average Point Difference:|5.64

Win Percentage:|76.0
