Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|96|74||Seattle
Nov 9, 2018|W|72|59||UNC-Wilm.
Nov 12, 2018|L|72|90||North Carolina
Nov 21, 2018|L|46|62||Wofford
Nov 22, 2018|L|49|72||Wisconsin
Nov 23, 2018|W|67|54||Florida
Nov 28, 2018|W|79|67||Middle Tenn.
Dec 1, 2018|L|84 |90|OT|Portland St.
Dec 15, 2018|W|78|62||Kansas
Dec 18, 2018|W|78|73||E. Washington
Dec 22, 2018|L|65|74||San Jose St.
Dec 29, 2018|W|93|86||San Fran.
Jan 3, 2019|L|70|92||LBSU
Jan 6, 2019|L|66|77||UCLA
Jan 9, 2019|L|70|75||USC
Jan 12, 2019|W|85|71||Arizona
Jan 17, 2019|L|64|80||Arizona St.
Jan 19, 2019|W|78|66||Washington
Jan 24, 2019|L|66|70||Washington St.
Jan 26, 2019|W|75|62||Utah
Feb 3, 2019|W|84|81||Colorado
Feb 7, 2019|W|83|60||California
Feb 10, 2019|L|46|69||Oregon St.
Feb 13, 2019|W|79|76||Oregon
Feb 16, 2019|W|104|80||USC

Total Points For:|1849
Total Points Against:|1822
Average Points For:|73.96
Average Points Against:|72.88
Average Point Difference:|1.08

Win Percentage:|56.0
