Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|85|63||Coppin St.
Nov 13, 2018|W|77|68||Xavier
Nov 17, 2018|W|96|59||Houston Bap.
Nov 21, 2018|W|62|46||Stanford
Nov 22, 2018|W|78|58||Oklahoma
Nov 23, 2018|L|46|53||Virginia
Nov 27, 2018|W|79|75||NC State
Nov 30, 2018|W|72|66||Iowa
Dec 3, 2018|W|69|64||Rutgers
Dec 8, 2018|L|69 |74|OT|Marquette
Dec 13, 2018|W|101|60||Savannah St.
Dec 22, 2018|W|84|53||Grambling
Dec 29, 2018|L|76|83||W. Kentucky
Jan 3, 2019|L|52|59||Minnesota
Jan 6, 2019|W|71|52||Penn St.
Jan 11, 2019|L|80 |84|OT|Purdue
Jan 14, 2019|L|60|64||Maryland
Jan 19, 2019|W|64|54||Michigan
Jan 23, 2019|W|72|60||Illinois
Jan 26, 2019|W|62|46||Northwestern
Jan 29, 2019|W|62|51||Nebraska
Feb 1, 2019|W|69|61||Maryland
Feb 6, 2019|W|56|51||Minnesota
Feb 9, 2019|L|52|61||Michigan
Feb 12, 2019|L|59|67||Michigan St.

Total Points For:|1753
Total Points Against:|1532
Average Points For:|70.12
Average Points Against:|61.28
Average Point Difference:|8.84

Win Percentage:|68.0
