Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|W|100|66||
Nov 10, 2018|W|92|67||Ark.-Pine Bluff
Nov 14, 2018|W|81|77||Montana St.
Nov 19, 2018|L|73|91||Louisiana
Nov 20, 2018|W|82|74||FGCU
Nov 21, 2018|L|65|78||S. Dak. St.
Nov 27, 2018|L|67|82||S. Illinois
Dec 1, 2018|L|80|86||Colorado
Dec 5, 2018|L|74|98||Arkansas
Dec 8, 2018|W|71|65||Sam Houston
Dec 16, 2018|L|63|68||South Dakota
Dec 22, 2018|L|61|64||LBSU
Dec 30, 2018|L|68|88||N. Mex. St.
Jan 2, 2019|L|76|78||UNLV
Jan 5, 2019|L|67|78||Fresno St.
Jan 8, 2019|W|87|64||Air Force
Jan 12, 2019|W|91|76||New Mexico
Jan 19, 2019|L|72|87||Utah St.
Jan 23, 2019|L|60|100||Nevada
Jan 26, 2019|W|74|65||Fresno St.
Jan 29, 2019|L|68|70||Boise St.
Feb 2, 2019|W|85|53||Air Force
Feb 6, 2019|L|82|98||Nevada
Feb 9, 2019|L|66|74||Wyoming
Feb 12, 2019|L|60|71||San Diego St

Total Points For:|1865
Total Points Against:|1918
Average Points For:|74.6
Average Points Against:|76.72
Average Point Difference:|-2.12

Win Percentage:|36.0
