Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|L|58|80||DePaul
Nov 10, 2018|L|59|92||Marquette
Nov 13, 2018|W|104|44||
Nov 15, 2018|W|97|47||
Nov 17, 2018|L|70|78||Miami (Fla.)
Nov 20, 2018|L|56|76||Neb.-Omaha
Nov 26, 2018|W|84|74||Stetson
Dec 1, 2018|W|72|70||FAU
Dec 4, 2018|L|61|93||Saint Mary&#039;s
Dec 6, 2018|L|65|67||San Jose St.
Dec 8, 2018|L|78 |80|OT|Cal Poly
Dec 15, 2018|L|71|79||Jacksonville
Dec 19, 2018|L|63|87||Quinnipiac
Dec 21, 2018|W|74|66||Boston U.
Jan 5, 2019|L|59|68||NC Central
Jan 12, 2019|W|71|63||Howard
Jan 14, 2019|L|68|75||Norfolk St.
Jan 19, 2019|W|69|49||Delaware St.
Jan 21, 2019|W|89|68||Md.-E. Shore
Jan 26, 2019|L|71|77||Morgan St.
Jan 28, 2019|L|91|95||Coppin St.
Feb 2, 2019|W|74|64||NC Central
Feb 4, 2019|W|69|53||NC A&amp;T
Feb 9, 2019|W|84|76||Norfolk St.
Feb 11, 2019|L|73|79||Howard
Feb 16, 2019|W|98|73||SC State

Total Points For:|1928
Total Points Against:|1873
Average Points For:|74.1538461538
Average Points Against:|72.0384615385
Average Point Difference:|2.11538461538

Win Percentage:|46.1538461538
