Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|69|73||Army
Nov 10, 2018|W|82|76||Columbia
Nov 13, 2018|L|72|78||Lehigh
Nov 20, 2018|L|60|64||SF Austin
Nov 24, 2018|L|49|76||Buffalo
Nov 29, 2018|W|76|58||Dartmouth
Nov 30, 2018|W|70|53||LIU-Brooklyn
Dec 8, 2018|W|79|75||Stetson
Dec 15, 2018|L|66|82||Colgate
Dec 19, 2018|W|58|49||New Hamp.
Dec 22, 2018|L|53|78||Brown
Dec 29, 2018|L|56|65||Hartford
Jan 3, 2019|L|72|75||Canisius
Jan 8, 2019|W|78|63||Manhattan
Jan 11, 2019|L|66|71||Siena
Jan 13, 2019|L|63|72||St. Peter&#039;s
Jan 18, 2019|L|77|90||Iona
Jan 21, 2019|W|62|46||Manhattan
Jan 25, 2019|L|78|92||Quinnipiac
Jan 27, 2019|L|85|86||Rider
Jan 31, 2019|W|78|74||Iona
Feb 2, 2019|L|52|57||Fairfield
Feb 4, 2019|W|78|71 |OT|Canisius
Feb 8, 2019|W|79|58||Niagara
Feb 15, 2019|W|63|61||Quinnipiac
Feb 17, 2019|W|75|67||Monmouth

Total Points For:|1796
Total Points Against:|1810
Average Points For:|69.0769230769
Average Points Against:|69.6153846154
Average Point Difference:|-0.538461538462

Win Percentage:|46.1538461538
