Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|93|54||
Nov 9, 2018|L|85 |88|OT|N. Kentucky
Nov 17, 2018|W|73|66||
Nov 23, 2018|W|87|66||Oral Roberts
Nov 24, 2018|L|74|78||James Madison
Nov 25, 2018|W|92|72||Oakland
Nov 28, 2018|L|83|85||Green Bay
Dec 5, 2018|W|71|62||UC Davis
Dec 8, 2018|L|68|95||Butler
Dec 17, 2018|W|91|76||W. Illinois
Dec 20, 2018|L|62|65||N. Kentucky
Dec 22, 2018|W|100|59||Chicago St.
Dec 29, 2018|L|60|88||Michigan St.
Jan 5, 2019|W|72|66 |OT|Ohio
Jan 8, 2019|W|83|70||Miami (Ohio)
Jan 12, 2019|W|73|56||Akron
Jan 15, 2019|L|69|78||C. Michigan
Jan 19, 2019|L|68|78||Kent St.
Jan 22, 2019|W|77|75||Buffalo
Jan 26, 2019|L|65|67||Akron
Jan 29, 2019|W|71|60||Ohio
Feb 2, 2019|L|55|69||Toledo
Feb 5, 2019|L|71|72||Ball St.
Feb 9, 2019|L|49|57||E. Michigan
Feb 12, 2019|L|74|76||W. Michigan
Feb 16, 2019|L|67|87||Bowling Green

Total Points For:|1933
Total Points Against:|1865
Average Points For:|74.3461538462
Average Points Against:|71.7307692308
Average Point Difference:|2.61538461538

Win Percentage:|46.1538461538
