Date|Win?|Points For|Points Against|OT?|Opponent
Nov 9, 2018|W|87|71||
Nov 13, 2018|W|70|69||Oral Roberts
Nov 16, 2018|L|79|82||Tulsa
Nov 19, 2018|L|55|90||Nevada
Nov 23, 2018|L|107 |115|OT|Ark.-Pine Bluff
Nov 24, 2018|L|84|86||Howard
Nov 29, 2018|W|80|70||UC Riverside
Dec 1, 2018|W|107|71||Miss Valley St.
Dec 5, 2018|L|66|69||UC Irvine
Dec 8, 2018|W|87|48||
Dec 17, 2018|W|73|52||SE Louisiana
Dec 19, 2018|W|79|76||Southern U.
Dec 29, 2018|W|97|46||
Jan 3, 2019|W|82|76||N. Mex. St.
Jan 5, 2019|L|74|81||UT-Rio Grande Valley
Jan 10, 2019|L|68|84||UMKC
Jan 12, 2019|W|77|75||Chicago St.
Jan 24, 2019|L|84|88||Cal-Baker.
Jan 26, 2019|L|73|90||Grand Canyon
Jan 30, 2019|L|62|79||Utah Valley
Feb 2, 2019|W|75|64||Seattle
Feb 7, 2019|W|94|44||Chicago St.
Feb 9, 2019|W|70|60||UMKC
Feb 12, 2019|W|115|65||Bethesda

Total Points For:|1945
Total Points Against:|1751
Average Points For:|81.0416666667
Average Points Against:|72.9583333333
Average Point Difference:|8.08333333333

Win Percentage:|58.3333333333
