Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|56|81||East Carolina
Nov 10, 2018|L|47|89||Grand Canyon
Nov 13, 2018|L|62|91||Loyola-Md.
Nov 16, 2018|L|73|89||Longwood
Nov 19, 2018|W|80|47||St Elizabeth
Nov 24, 2018|L|52|80||Washington St.
Nov 27, 2018|L|48|76||Penn
Dec 1, 2018|L|61|90||St. Bona.
Dec 3, 2018|W|102|66||
Dec 8, 2018|L|54|81||Jax. State
Dec 19, 2018|W|73|71||Delaware
Dec 22, 2018|L|69|83||Weber St.
Dec 29, 2018|L|57|116||Ball St.
Jan 5, 2019|L|63|77||Norfolk St.
Jan 7, 2019|L|60|64||Coppin St.
Jan 12, 2019|L|70|93||NC A&amp;T
Jan 14, 2019|L|70|71||NC Central
Jan 19, 2019|L|49|69||Bethune-Cook.
Jan 21, 2019|L|47|60||Florida A&amp;M
Jan 26, 2019|L|74|80||Howard
Feb 2, 2019|L|73|76||Savannah St.
Feb 4, 2019|W|70|68||SC State
Feb 9, 2019|L|52|82||NC A&amp;T
Feb 11, 2019|L|52|87||NC Central

Total Points For:|1514
Total Points Against:|1887
Average Points For:|63.0833333333
Average Points Against:|78.625
Average Point Difference:|-15.5416666667

Win Percentage:|16.6666666667
