Date|Win?|Points For|Points Against|OT?|Opponent
Nov 7, 2018|L|56|64||Ohio St.
Nov 13, 2018|W|73|51||NC Central
Nov 16, 2018|W|74|63||Milwaukee
Nov 19, 2018|W|78|52||W. Michigan
Nov 23, 2018|W|71|55||George Mason
Nov 24, 2018|W|71|57||Ole Miss
Nov 27, 2018|W|105|49||Ark.-Pine Bluff
Dec 1, 2018|W|65|61||UNLV
Dec 4, 2018|W|78|65||N. Kentucky
Dec 8, 2018|W|62|47||Xavier
Dec 15, 2018|L|59|70||Miss. State
Dec 19, 2018|W|93|64||UCLA
Dec 22, 2018|W|77|56||SC State
Jan 2, 2019|W|93|61||Tulane
Jan 5, 2019|L|71|73||East Carolina
Jan 10, 2019|W|70|65 |OT|Tulsa
Jan 12, 2019|W|74|72 |OT|Connecticut
Jan 15, 2019|W|82|74||South Florida
Jan 19, 2019|W|66|55||Wichita St.
Jan 24, 2019|W|88|64||Tulsa
Jan 27, 2019|W|72|68||Temple
Feb 2, 2019|W|73|68||SMU
Feb 7, 2019|W|69|64||Memphis
Feb 10, 2019|L|58|65||Houston
Feb 17, 2019|W|72|62||Wichita St.

Total Points For:|1850
Total Points Against:|1545
Average Points For:|74.0
Average Points Against:|61.8
Average Point Difference:|12.2

Win Percentage:|84.0
