Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|W|114|53||Oakland City
Nov 9, 2018|L|67|95||Miss. State
Nov 12, 2018|L|70 |74|OT|South Florida
Nov 16, 2018|W|80|78||CCSU
Nov 18, 2018|L|72|78||Campbell
Nov 24, 2018|L|82 |85|OT|Ohio
Nov 29, 2018|W|79|74 |OT|Troy
Dec 1, 2018|W|73|61||Alabama A&amp;M
Dec 8, 2018|W|116|33||Calvary
Dec 15, 2018|W|95|68||PFW
Dec 21, 2018|W|88|75||Campbell
Dec 22, 2018|W|75|66||Liberty
Dec 28, 2018|L|65|76||Arkansas
Jan 3, 2019|W|93|75||E. Kentucky
Jan 5, 2019|W|81|67||Morehead St.
Jan 10, 2019|W|78|60||SE Missouri St.
Jan 12, 2019|W|72|70||UT Martin
Jan 17, 2019|W|79|71||SIUE
Jan 19, 2019|L|83|85||E. Illinois
Jan 24, 2019|W|89|74||Tennessee St.
Jan 26, 2019|L|92|96||Belmont
Jan 31, 2019|W|77|66||Tenn. Tech
Feb 2, 2019|W|74|71||Jax. State
Feb 7, 2019|W|80|45||SIUE
Feb 9, 2019|W|94|86||E. Illinois
Feb 14, 2019|L|71|73||Murray St.
Feb 16, 2019|W|73|70||Morehead St.

Total Points For:|2212
Total Points Against:|1925
Average Points For:|81.9259259259
Average Points Against:|71.2962962963
Average Point Difference:|10.6296296296

Win Percentage:|70.3703703704
