Date|Win?|Points For|Points Against|OT?|Opponent
Nov 6, 2018|L|57|90||Purdue
Nov 10, 2018|W|60|58||Bucknell
Nov 13, 2018|L|87|89||LIU-Brooklyn
Nov 17, 2018|L|73|79||Wagner
Nov 23, 2018|L|65|67||Longwood
Nov 24, 2018|L|80|83||Seattle
Nov 25, 2018|W|86|85||Denver
Dec 1, 2018|L|60|63||Army
Dec 6, 2018|L|86|87||Oakland
Dec 9, 2018|L|69|79||Old Dominion
Dec 16, 2018|L|67|77||Boston College
Dec 22, 2018|W|63|57||New Hamp.
Jan 3, 2019|L|82|83||Rider
Jan 5, 2019|L|87|94||Iona
Jan 7, 2019|W|77|59||Niagara
Jan 10, 2019|W|60|57||St. Peter&#039;s
Jan 13, 2019|L|78|80||Quinnipiac
Jan 17, 2019|L|57|74||Monmouth
Jan 19, 2019|L|68|73||Canisius
Jan 24, 2019|L|48|57||Siena
Jan 27, 2019|W|80|68||Iona
Jan 31, 2019|L|49|62||Manhattan
Feb 2, 2019|W|57|52||Marist
Feb 4, 2019|L|50|61||Siena
Feb 9, 2019|L|49|61||Monmouth
Feb 15, 2019|L|68|72||Canisius
Feb 17, 2019|L|73|78||Niagara

Total Points For:|1836
Total Points Against:|1945
Average Points For:|68.0
Average Points Against:|72.037037037
Average Point Difference:|-4.03703703704

Win Percentage:|25.9259259259
